ID,Main,Location,Corporation,Href,Date
360,Információbiztonsági kockázatmenedzser,"1095 Budapest, Lechner Ödön fasor 9. K. épület",K&H BANK ZRT. (ICT),https://www.profession.hu/allas/informaciobiztonsagi-kockazatmenedzser-k-h-bank-zrt-ict-budapest-2115674?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
361,MAC System Engineer,"1095 Budapest, Lechner Ödön fasor 9. K. épület",KBC Group Magyarországi Fióktelepe,https://www.profession.hu/allas/mac-system-engineer-kbc-group-magyarorszagi-fioktelepe-budapest-2122809/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
362,Technical Analyst in Group Datacenters,"1095 Budapest, Lechner Ödön fasor 9. K. épület",KBC Group Magyarországi Fióktelepe,https://www.profession.hu/allas/technical-analyst-in-group-datacenters-kbc-group-magyarorszagi-fioktelepe-budapest-2122811/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
363,Endpoint System Engineer,"1095 Budapest, Lechner Ödön fasor 9. K. épület",KBC Group Magyarországi Fióktelepe,https://www.profession.hu/allas/endpoint-system-engineer-kbc-group-magyarorszagi-fioktelepe-budapest-2122810/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
364,SYSTEM ENGINEER HPC - CyberArk,"1095 Budapest, Lechner Ödön fasor 9. K. épület",KBC Group Magyarországi Fióktelepe,https://www.profession.hu/allas/system-engineer-hpc-cyberark-kbc-group-magyarorszagi-fioktelepe-budapest-2122808/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
365,IT Engineer (100-16-43018/PR),Tatabánya,Grafton Recruitment,https://www.profession.hu/allas/it-engineer-pr-grafton-recruitment-tatabanya-2125837?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
366,Procurement Specialist (English speaking) (104-1-42874/PR),Budapest,Grafton Recruitment,https://www.profession.hu/allas/procurement-specialist-english-speaking-pr-grafton-recruitment-2125834?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
367,Electronic Data Interchange Specialist (104-19-42873/PR),Budapest,Grafton Recruitment,https://www.profession.hu/allas/electronic-data-interchange-specialist-pr-grafton-recruitment-2125833?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
368,Spanish Speaking Service Desk Agent,Budapest,Vision Recruitment Kft.,https://www.profession.hu/allas/spanish-speaking-service-desk-agent-vision-recruitment-kft-2115424?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
369,German speaking service desk representative,Budapest,Vision Recruitment Kft.,https://www.profession.hu/allas/german-speaking-service-desk-representative-vision-recruitment-kft-2115405?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
370,Manuális szoftvertesztelő,"1022 Budapest, Bég utca 3-5.",Magyar Posta Biztosító Zrt.,https://www.profession.hu/allas/manualis-szoftvertesztelo-magyar-posta-biztosito-zrt-budapest-2123391/pro?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
